batch,d_loss,g_loss,d_real,d_fake,wasserstein_distance
16316,-0.35980916023254395,1.661425232887268,-0.7935291528701782,-1.4932302236557007,0.6997010707855225
16321,-0.4862380623817444,0.2625449299812317,-0.0756639763712883,-0.7326545715332031,0.6569905951619148
16326,-0.6336076259613037,1.1943237781524658,-0.19402378797531128,-1.1294243335723877,0.9354005455970764
16331,-0.2306624948978424,-0.49498921632766724,1.021955132484436,0.5283911228179932,0.49356400966644287
16336,-0.40760594606399536,0.612386167049408,0.6301542520523071,0.006650373339653015,0.6235038787126541
16341,0.06748135387897491,0.7786328196525574,-0.7900203466415405,-0.9688612222671509,0.17884087562561035
16346,-0.5766321420669556,0.8258704543113708,-0.06190121918916702,-0.8433132171630859,0.7814119979739189
16351,-0.4107954800128937,1.88559889793396,-1.2227979898452759,-1.8597849607467651,0.6369869709014893
16356,-0.6561108827590942,0.21919840574264526,-0.5716648697853088,-1.4346237182617188,0.8629588484764099
16361,-0.42733845114707947,0.6862718462944031,0.05001150444149971,-0.6003735065460205,0.6503850109875202
16366,-0.49421173334121704,1.7907109260559082,-0.861899733543396,-1.6254432201385498,0.7635434865951538
16371,-0.3905313014984131,1.4449244737625122,-1.4987115859985352,-2.2570416927337646,0.7583301067352295
16376,-0.5809471607208252,1.40989351272583,-0.3754705786705017,-1.2749816179275513,0.8995110392570496
16381,-1.0718073844909668,1.381449818611145,0.12654739618301392,-1.1257071495056152,1.2522545456886292
16386,-0.4906122088432312,0.6437286138534546,-0.5908798575401306,-1.3268945217132568,0.7360146641731262
16391,-0.3044576644897461,0.001510515809059143,0.6169777512550354,0.04723849892616272,0.5697392523288727
16396,-0.501716673374176,0.5842922925949097,0.9156906604766846,0.05124063044786453,0.86445003002882
16401,-0.17297698557376862,1.3569519519805908,-0.5855501890182495,-0.9771155118942261,0.39156532287597656
16406,-0.3626013994216919,0.8531293869018555,-1.4683234691619873,-2.0631563663482666,0.5948328971862793
16411,-0.41356009244918823,1.422428846359253,-0.12952059507369995,-0.8679440021514893,0.7384234070777893
16416,-0.5060093402862549,1.3264538049697876,-0.5538665056228638,-1.333878993988037,0.7800124883651733
16421,-0.30922332406044006,-0.15210166573524475,0.5709452033042908,0.08238688856363297,0.4885583147406578
16426,-0.5510066747665405,-0.7740856409072876,1.4032068252563477,0.6414069533348083,0.7617998719215393
16431,-0.5950526595115662,0.5429753065109253,0.8593037128448486,-0.013747677206993103,0.8730513900518417
16436,-0.8749352693557739,0.059834979474544525,0.7433870434761047,-0.315411239862442,1.0587982833385468
16441,-0.19669654965400696,1.340578317642212,-0.7128283381462097,-1.28030526638031,0.5674769282341003
16446,-0.2825189232826233,1.2540607452392578,-0.3080289363861084,-0.810448408126831,0.5024194717407227
16451,-0.18076324462890625,0.07959556579589844,0.1992180347442627,-0.2385425865650177,0.4377606213092804
16456,-0.7857042551040649,0.8204395771026611,0.06900884211063385,-0.9336873292922974,1.0026961714029312
